"fld_dim","sim","fit_model","job"
300,48,"SCAMPR",992
50,49,"SCAMPR",993
100,49,"SCAMPR",994
200,49,"SCAMPR",995
300,49,"SCAMPR",996
50,50,"SCAMPR",997
100,50,"SCAMPR",998
200,50,"SCAMPR",999
300,50,"SCAMPR",1000
50,51,"SCAMPR",1001
100,51,"SCAMPR",1002
200,51,"SCAMPR",1003
300,51,"SCAMPR",1004
50,52,"SCAMPR",1005
100,52,"SCAMPR",1006
200,52,"SCAMPR",1007
300,52,"SCAMPR",1008
50,53,"SCAMPR",1009
100,53,"SCAMPR",1010
200,53,"SCAMPR",1011
300,53,"SCAMPR",1012
50,54,"SCAMPR",1013
100,54,"SCAMPR",1014
200,54,"SCAMPR",1015
300,54,"SCAMPR",1016
50,55,"SCAMPR",1017
100,55,"SCAMPR",1018
200,55,"SCAMPR",1019
300,55,"SCAMPR",1020
50,56,"SCAMPR",1021
100,56,"SCAMPR",1022
200,56,"SCAMPR",1023
300,56,"SCAMPR",1024
50,57,"SCAMPR",1025
100,57,"SCAMPR",1026
200,57,"SCAMPR",1027
300,57,"SCAMPR",1028
50,58,"SCAMPR",1029
100,58,"SCAMPR",1030
200,58,"SCAMPR",1031
300,58,"SCAMPR",1032
50,59,"SCAMPR",1033
100,59,"SCAMPR",1034
200,59,"SCAMPR",1035
300,59,"SCAMPR",1036
50,60,"SCAMPR",1037
100,60,"SCAMPR",1038
200,60,"SCAMPR",1039
300,60,"SCAMPR",1040
50,61,"SCAMPR",1041
100,61,"SCAMPR",1042
200,61,"SCAMPR",1043
300,61,"SCAMPR",1044
50,62,"SCAMPR",1045
100,62,"SCAMPR",1046
200,62,"SCAMPR",1047
300,62,"SCAMPR",1048
50,63,"SCAMPR",1049
100,63,"SCAMPR",1050
200,63,"SCAMPR",1051
300,63,"SCAMPR",1052
50,64,"SCAMPR",1053
100,64,"SCAMPR",1054
200,64,"SCAMPR",1055
300,64,"SCAMPR",1056
50,65,"SCAMPR",1057
100,65,"SCAMPR",1058
200,65,"SCAMPR",1059
300,65,"SCAMPR",1060
50,66,"SCAMPR",1061
100,66,"SCAMPR",1062
200,66,"SCAMPR",1063
300,66,"SCAMPR",1064
50,67,"SCAMPR",1065
100,67,"SCAMPR",1066
200,67,"SCAMPR",1067
300,67,"SCAMPR",1068
50,68,"SCAMPR",1069
100,68,"SCAMPR",1070
200,68,"SCAMPR",1071
300,68,"SCAMPR",1072
50,69,"SCAMPR",1073
100,69,"SCAMPR",1074
200,69,"SCAMPR",1075
300,69,"SCAMPR",1076
50,70,"SCAMPR",1077
100,70,"SCAMPR",1078
200,70,"SCAMPR",1079
300,70,"SCAMPR",1080
50,71,"SCAMPR",1081
100,71,"SCAMPR",1082
200,71,"SCAMPR",1083
300,71,"SCAMPR",1084
50,72,"SCAMPR",1085
100,72,"SCAMPR",1086
200,72,"SCAMPR",1087
300,72,"SCAMPR",1088
50,73,"SCAMPR",1089
100,73,"SCAMPR",1090
200,73,"SCAMPR",1091
300,73,"SCAMPR",1092
50,74,"SCAMPR",1093
100,74,"SCAMPR",1094
200,74,"SCAMPR",1095
300,74,"SCAMPR",1096
50,75,"SCAMPR",1097
100,75,"SCAMPR",1098
200,75,"SCAMPR",1099
300,75,"SCAMPR",1100
50,76,"SCAMPR",1101
100,76,"SCAMPR",1102
200,76,"SCAMPR",1103
300,76,"SCAMPR",1104
50,77,"SCAMPR",1105
100,77,"SCAMPR",1106
200,77,"SCAMPR",1107
300,77,"SCAMPR",1108
50,78,"SCAMPR",1109
100,78,"SCAMPR",1110
200,78,"SCAMPR",1111
300,78,"SCAMPR",1112
50,79,"SCAMPR",1113
100,79,"SCAMPR",1114
200,79,"SCAMPR",1115
300,79,"SCAMPR",1116
50,80,"SCAMPR",1117
100,80,"SCAMPR",1118
200,80,"SCAMPR",1119
300,80,"SCAMPR",1120
50,81,"SCAMPR",1121
100,81,"SCAMPR",1122
200,81,"SCAMPR",1123
300,81,"SCAMPR",1124
50,82,"SCAMPR",1125
100,82,"SCAMPR",1126
200,82,"SCAMPR",1127
300,82,"SCAMPR",1128
50,83,"SCAMPR",1129
100,83,"SCAMPR",1130
200,83,"SCAMPR",1131
300,83,"SCAMPR",1132
50,84,"SCAMPR",1133
100,84,"SCAMPR",1134
200,84,"SCAMPR",1135
300,84,"SCAMPR",1136
50,85,"SCAMPR",1137
100,85,"SCAMPR",1138
200,85,"SCAMPR",1139
300,85,"SCAMPR",1140
50,86,"SCAMPR",1141
100,86,"SCAMPR",1142
200,86,"SCAMPR",1143
300,86,"SCAMPR",1144
50,87,"SCAMPR",1145
100,87,"SCAMPR",1146
200,87,"SCAMPR",1147
300,87,"SCAMPR",1148
50,88,"SCAMPR",1149
100,88,"SCAMPR",1150
200,88,"SCAMPR",1151
300,88,"SCAMPR",1152
50,89,"SCAMPR",1153
100,89,"SCAMPR",1154
200,89,"SCAMPR",1155
300,89,"SCAMPR",1156
50,90,"SCAMPR",1157
100,90,"SCAMPR",1158
200,90,"SCAMPR",1159
300,90,"SCAMPR",1160
50,91,"SCAMPR",1161
100,91,"SCAMPR",1162
200,91,"SCAMPR",1163
300,91,"SCAMPR",1164
50,92,"SCAMPR",1165
100,92,"SCAMPR",1166
200,92,"SCAMPR",1167
300,92,"SCAMPR",1168
50,93,"SCAMPR",1169
100,93,"SCAMPR",1170
200,93,"SCAMPR",1171
300,93,"SCAMPR",1172
50,94,"SCAMPR",1173
100,94,"SCAMPR",1174
200,94,"SCAMPR",1175
300,94,"SCAMPR",1176
50,95,"SCAMPR",1177
100,95,"SCAMPR",1178
200,95,"SCAMPR",1179
300,95,"SCAMPR",1180
50,96,"SCAMPR",1181
100,96,"SCAMPR",1182
200,96,"SCAMPR",1183
300,96,"SCAMPR",1184
50,97,"SCAMPR",1185
100,97,"SCAMPR",1186
200,97,"SCAMPR",1187
300,97,"SCAMPR",1188
50,98,"SCAMPR",1189
100,98,"SCAMPR",1190
200,98,"SCAMPR",1191
300,98,"SCAMPR",1192
50,99,"SCAMPR",1193
100,99,"SCAMPR",1194
200,99,"SCAMPR",1195
300,99,"SCAMPR",1196
50,100,"SCAMPR",1197
100,100,"SCAMPR",1198
200,100,"SCAMPR",1199
300,100,"SCAMPR",1200
50,1,"SCAMPR FIXED",1201
100,1,"SCAMPR FIXED",1202
200,1,"SCAMPR FIXED",1203
300,1,"SCAMPR FIXED",1204
50,2,"SCAMPR FIXED",1205
100,2,"SCAMPR FIXED",1206
200,2,"SCAMPR FIXED",1207
300,2,"SCAMPR FIXED",1208
50,3,"SCAMPR FIXED",1209
100,3,"SCAMPR FIXED",1210
200,3,"SCAMPR FIXED",1211
300,3,"SCAMPR FIXED",1212
50,4,"SCAMPR FIXED",1213
100,4,"SCAMPR FIXED",1214
200,4,"SCAMPR FIXED",1215
300,4,"SCAMPR FIXED",1216
50,5,"SCAMPR FIXED",1217
100,5,"SCAMPR FIXED",1218
200,5,"SCAMPR FIXED",1219
300,5,"SCAMPR FIXED",1220
50,6,"SCAMPR FIXED",1221
100,6,"SCAMPR FIXED",1222
200,6,"SCAMPR FIXED",1223
300,6,"SCAMPR FIXED",1224
50,7,"SCAMPR FIXED",1225
100,7,"SCAMPR FIXED",1226
200,7,"SCAMPR FIXED",1227
300,7,"SCAMPR FIXED",1228
50,8,"SCAMPR FIXED",1229
100,8,"SCAMPR FIXED",1230
200,8,"SCAMPR FIXED",1231
300,8,"SCAMPR FIXED",1232
50,9,"SCAMPR FIXED",1233
100,9,"SCAMPR FIXED",1234
200,9,"SCAMPR FIXED",1235
300,9,"SCAMPR FIXED",1236
50,10,"SCAMPR FIXED",1237
100,10,"SCAMPR FIXED",1238
200,10,"SCAMPR FIXED",1239
300,10,"SCAMPR FIXED",1240
50,11,"SCAMPR FIXED",1241
100,11,"SCAMPR FIXED",1242
200,11,"SCAMPR FIXED",1243
300,11,"SCAMPR FIXED",1244
50,12,"SCAMPR FIXED",1245
100,12,"SCAMPR FIXED",1246
200,12,"SCAMPR FIXED",1247
300,12,"SCAMPR FIXED",1248
50,13,"SCAMPR FIXED",1249
100,13,"SCAMPR FIXED",1250
200,13,"SCAMPR FIXED",1251
300,13,"SCAMPR FIXED",1252
50,14,"SCAMPR FIXED",1253
100,14,"SCAMPR FIXED",1254
200,14,"SCAMPR FIXED",1255
300,14,"SCAMPR FIXED",1256
50,15,"SCAMPR FIXED",1257
100,15,"SCAMPR FIXED",1258
200,15,"SCAMPR FIXED",1259
300,15,"SCAMPR FIXED",1260
50,16,"SCAMPR FIXED",1261
100,16,"SCAMPR FIXED",1262
200,16,"SCAMPR FIXED",1263
300,16,"SCAMPR FIXED",1264
50,17,"SCAMPR FIXED",1265
100,17,"SCAMPR FIXED",1266
200,17,"SCAMPR FIXED",1267
300,17,"SCAMPR FIXED",1268
50,18,"SCAMPR FIXED",1269
100,18,"SCAMPR FIXED",1270
200,18,"SCAMPR FIXED",1271
300,18,"SCAMPR FIXED",1272
50,19,"SCAMPR FIXED",1273
100,19,"SCAMPR FIXED",1274
200,19,"SCAMPR FIXED",1275
300,19,"SCAMPR FIXED",1276
50,20,"SCAMPR FIXED",1277
100,20,"SCAMPR FIXED",1278
200,20,"SCAMPR FIXED",1279
300,20,"SCAMPR FIXED",1280
50,21,"SCAMPR FIXED",1281
100,21,"SCAMPR FIXED",1282
200,21,"SCAMPR FIXED",1283
300,21,"SCAMPR FIXED",1284
50,22,"SCAMPR FIXED",1285
100,22,"SCAMPR FIXED",1286
200,22,"SCAMPR FIXED",1287
300,22,"SCAMPR FIXED",1288
50,23,"SCAMPR FIXED",1289
100,23,"SCAMPR FIXED",1290
200,23,"SCAMPR FIXED",1291
300,23,"SCAMPR FIXED",1292
50,24,"SCAMPR FIXED",1293
100,24,"SCAMPR FIXED",1294
200,24,"SCAMPR FIXED",1295
300,24,"SCAMPR FIXED",1296
50,25,"SCAMPR FIXED",1297
100,25,"SCAMPR FIXED",1298
200,25,"SCAMPR FIXED",1299
300,25,"SCAMPR FIXED",1300
50,26,"SCAMPR FIXED",1301
100,26,"SCAMPR FIXED",1302
200,26,"SCAMPR FIXED",1303
300,26,"SCAMPR FIXED",1304
50,27,"SCAMPR FIXED",1305
100,27,"SCAMPR FIXED",1306
200,27,"SCAMPR FIXED",1307
300,27,"SCAMPR FIXED",1308
50,28,"SCAMPR FIXED",1309
100,28,"SCAMPR FIXED",1310
200,28,"SCAMPR FIXED",1311
300,28,"SCAMPR FIXED",1312
50,29,"SCAMPR FIXED",1313
100,29,"SCAMPR FIXED",1314
200,29,"SCAMPR FIXED",1315
300,29,"SCAMPR FIXED",1316
50,30,"SCAMPR FIXED",1317
100,30,"SCAMPR FIXED",1318
200,30,"SCAMPR FIXED",1319
300,30,"SCAMPR FIXED",1320
50,31,"SCAMPR FIXED",1321
100,31,"SCAMPR FIXED",1322
200,31,"SCAMPR FIXED",1323
300,31,"SCAMPR FIXED",1324
50,32,"SCAMPR FIXED",1325
100,32,"SCAMPR FIXED",1326
200,32,"SCAMPR FIXED",1327
300,32,"SCAMPR FIXED",1328
50,33,"SCAMPR FIXED",1329
100,33,"SCAMPR FIXED",1330
200,33,"SCAMPR FIXED",1331
300,33,"SCAMPR FIXED",1332
50,34,"SCAMPR FIXED",1333
100,34,"SCAMPR FIXED",1334
200,34,"SCAMPR FIXED",1335
300,34,"SCAMPR FIXED",1336
50,35,"SCAMPR FIXED",1337
100,35,"SCAMPR FIXED",1338
200,35,"SCAMPR FIXED",1339
300,35,"SCAMPR FIXED",1340
50,36,"SCAMPR FIXED",1341
100,36,"SCAMPR FIXED",1342
200,36,"SCAMPR FIXED",1343
300,36,"SCAMPR FIXED",1344
50,37,"SCAMPR FIXED",1345
100,37,"SCAMPR FIXED",1346
200,37,"SCAMPR FIXED",1347
300,37,"SCAMPR FIXED",1348
50,38,"SCAMPR FIXED",1349
100,38,"SCAMPR FIXED",1350
200,38,"SCAMPR FIXED",1351
300,38,"SCAMPR FIXED",1352
50,39,"SCAMPR FIXED",1353
100,39,"SCAMPR FIXED",1354
200,39,"SCAMPR FIXED",1355
300,39,"SCAMPR FIXED",1356
50,40,"SCAMPR FIXED",1357
100,40,"SCAMPR FIXED",1358
200,40,"SCAMPR FIXED",1359
300,40,"SCAMPR FIXED",1360
50,41,"SCAMPR FIXED",1361
100,41,"SCAMPR FIXED",1362
200,41,"SCAMPR FIXED",1363
300,41,"SCAMPR FIXED",1364
50,42,"SCAMPR FIXED",1365
100,42,"SCAMPR FIXED",1366
200,42,"SCAMPR FIXED",1367
300,42,"SCAMPR FIXED",1368
50,43,"SCAMPR FIXED",1369
100,43,"SCAMPR FIXED",1370
200,43,"SCAMPR FIXED",1371
300,43,"SCAMPR FIXED",1372
50,44,"SCAMPR FIXED",1373
100,44,"SCAMPR FIXED",1374
200,44,"SCAMPR FIXED",1375
300,44,"SCAMPR FIXED",1376
50,45,"SCAMPR FIXED",1377
100,45,"SCAMPR FIXED",1378
200,45,"SCAMPR FIXED",1379
300,45,"SCAMPR FIXED",1380
50,46,"SCAMPR FIXED",1381
100,46,"SCAMPR FIXED",1382
200,46,"SCAMPR FIXED",1383
300,46,"SCAMPR FIXED",1384
50,47,"SCAMPR FIXED",1385
100,47,"SCAMPR FIXED",1386
200,47,"SCAMPR FIXED",1387
300,47,"SCAMPR FIXED",1388
50,48,"SCAMPR FIXED",1389
100,48,"SCAMPR FIXED",1390
200,48,"SCAMPR FIXED",1391
300,48,"SCAMPR FIXED",1392
50,49,"SCAMPR FIXED",1393
100,49,"SCAMPR FIXED",1394
200,49,"SCAMPR FIXED",1395
300,49,"SCAMPR FIXED",1396
50,50,"SCAMPR FIXED",1397
100,50,"SCAMPR FIXED",1398
200,50,"SCAMPR FIXED",1399
300,50,"SCAMPR FIXED",1400
50,51,"SCAMPR FIXED",1401
100,51,"SCAMPR FIXED",1402
200,51,"SCAMPR FIXED",1403
300,51,"SCAMPR FIXED",1404
50,52,"SCAMPR FIXED",1405
100,52,"SCAMPR FIXED",1406
200,52,"SCAMPR FIXED",1407
300,52,"SCAMPR FIXED",1408
50,53,"SCAMPR FIXED",1409
100,53,"SCAMPR FIXED",1410
200,53,"SCAMPR FIXED",1411
300,53,"SCAMPR FIXED",1412
50,54,"SCAMPR FIXED",1413
100,54,"SCAMPR FIXED",1414
200,54,"SCAMPR FIXED",1415
300,54,"SCAMPR FIXED",1416
50,55,"SCAMPR FIXED",1417
100,55,"SCAMPR FIXED",1418
200,55,"SCAMPR FIXED",1419
300,55,"SCAMPR FIXED",1420
50,56,"SCAMPR FIXED",1421
100,56,"SCAMPR FIXED",1422
200,56,"SCAMPR FIXED",1423
300,56,"SCAMPR FIXED",1424
50,57,"SCAMPR FIXED",1425
100,57,"SCAMPR FIXED",1426
200,57,"SCAMPR FIXED",1427
300,57,"SCAMPR FIXED",1428
50,58,"SCAMPR FIXED",1429
100,58,"SCAMPR FIXED",1430
200,58,"SCAMPR FIXED",1431
300,58,"SCAMPR FIXED",1432
50,59,"SCAMPR FIXED",1433
100,59,"SCAMPR FIXED",1434
200,59,"SCAMPR FIXED",1435
300,59,"SCAMPR FIXED",1436
50,60,"SCAMPR FIXED",1437
100,60,"SCAMPR FIXED",1438
200,60,"SCAMPR FIXED",1439
300,60,"SCAMPR FIXED",1440
50,61,"SCAMPR FIXED",1441
100,61,"SCAMPR FIXED",1442
200,61,"SCAMPR FIXED",1443
300,61,"SCAMPR FIXED",1444
50,62,"SCAMPR FIXED",1445
100,62,"SCAMPR FIXED",1446
200,62,"SCAMPR FIXED",1447
300,62,"SCAMPR FIXED",1448
50,63,"SCAMPR FIXED",1449
100,63,"SCAMPR FIXED",1450
200,63,"SCAMPR FIXED",1451
300,63,"SCAMPR FIXED",1452
50,64,"SCAMPR FIXED",1453
100,64,"SCAMPR FIXED",1454
200,64,"SCAMPR FIXED",1455
300,64,"SCAMPR FIXED",1456
50,65,"SCAMPR FIXED",1457
100,65,"SCAMPR FIXED",1458
200,65,"SCAMPR FIXED",1459
300,65,"SCAMPR FIXED",1460
50,66,"SCAMPR FIXED",1461
100,66,"SCAMPR FIXED",1462
200,66,"SCAMPR FIXED",1463
300,66,"SCAMPR FIXED",1464
50,67,"SCAMPR FIXED",1465
100,67,"SCAMPR FIXED",1466
200,67,"SCAMPR FIXED",1467
300,67,"SCAMPR FIXED",1468
50,68,"SCAMPR FIXED",1469
100,68,"SCAMPR FIXED",1470
200,68,"SCAMPR FIXED",1471
300,68,"SCAMPR FIXED",1472
50,69,"SCAMPR FIXED",1473
100,69,"SCAMPR FIXED",1474
200,69,"SCAMPR FIXED",1475
300,69,"SCAMPR FIXED",1476
50,70,"SCAMPR FIXED",1477
100,70,"SCAMPR FIXED",1478
200,70,"SCAMPR FIXED",1479
300,70,"SCAMPR FIXED",1480
50,71,"SCAMPR FIXED",1481
100,71,"SCAMPR FIXED",1482
200,71,"SCAMPR FIXED",1483
300,71,"SCAMPR FIXED",1484
50,72,"SCAMPR FIXED",1485
100,72,"SCAMPR FIXED",1486
200,72,"SCAMPR FIXED",1487
300,72,"SCAMPR FIXED",1488
50,73,"SCAMPR FIXED",1489
100,73,"SCAMPR FIXED",1490
200,73,"SCAMPR FIXED",1491
300,73,"SCAMPR FIXED",1492
50,74,"SCAMPR FIXED",1493
100,74,"SCAMPR FIXED",1494
200,74,"SCAMPR FIXED",1495
300,74,"SCAMPR FIXED",1496
50,75,"SCAMPR FIXED",1497
100,75,"SCAMPR FIXED",1498
200,75,"SCAMPR FIXED",1499
300,75,"SCAMPR FIXED",1500
50,76,"SCAMPR FIXED",1501
100,76,"SCAMPR FIXED",1502
200,76,"SCAMPR FIXED",1503
300,76,"SCAMPR FIXED",1504
50,77,"SCAMPR FIXED",1505
100,77,"SCAMPR FIXED",1506
200,77,"SCAMPR FIXED",1507
300,77,"SCAMPR FIXED",1508
50,78,"SCAMPR FIXED",1509
100,78,"SCAMPR FIXED",1510
200,78,"SCAMPR FIXED",1511
300,78,"SCAMPR FIXED",1512
50,79,"SCAMPR FIXED",1513
100,79,"SCAMPR FIXED",1514
200,79,"SCAMPR FIXED",1515
300,79,"SCAMPR FIXED",1516
50,80,"SCAMPR FIXED",1517
100,80,"SCAMPR FIXED",1518
200,80,"SCAMPR FIXED",1519
300,80,"SCAMPR FIXED",1520
50,81,"SCAMPR FIXED",1521
100,81,"SCAMPR FIXED",1522
200,81,"SCAMPR FIXED",1523
300,81,"SCAMPR FIXED",1524
50,82,"SCAMPR FIXED",1525
100,82,"SCAMPR FIXED",1526
200,82,"SCAMPR FIXED",1527
300,82,"SCAMPR FIXED",1528
50,83,"SCAMPR FIXED",1529
100,83,"SCAMPR FIXED",1530
200,83,"SCAMPR FIXED",1531
300,83,"SCAMPR FIXED",1532
50,84,"SCAMPR FIXED",1533
100,84,"SCAMPR FIXED",1534
200,84,"SCAMPR FIXED",1535
300,84,"SCAMPR FIXED",1536
50,85,"SCAMPR FIXED",1537
100,85,"SCAMPR FIXED",1538
200,85,"SCAMPR FIXED",1539
300,85,"SCAMPR FIXED",1540
50,86,"SCAMPR FIXED",1541
100,86,"SCAMPR FIXED",1542
200,86,"SCAMPR FIXED",1543
300,86,"SCAMPR FIXED",1544
50,87,"SCAMPR FIXED",1545
100,87,"SCAMPR FIXED",1546
200,87,"SCAMPR FIXED",1547
300,87,"SCAMPR FIXED",1548
50,88,"SCAMPR FIXED",1549
100,88,"SCAMPR FIXED",1550
200,88,"SCAMPR FIXED",1551
300,88,"SCAMPR FIXED",1552
50,89,"SCAMPR FIXED",1553
100,89,"SCAMPR FIXED",1554
200,89,"SCAMPR FIXED",1555
300,89,"SCAMPR FIXED",1556
50,90,"SCAMPR FIXED",1557
100,90,"SCAMPR FIXED",1558
200,90,"SCAMPR FIXED",1559
300,90,"SCAMPR FIXED",1560
50,91,"SCAMPR FIXED",1561
100,91,"SCAMPR FIXED",1562
200,91,"SCAMPR FIXED",1563
300,91,"SCAMPR FIXED",1564
50,92,"SCAMPR FIXED",1565
100,92,"SCAMPR FIXED",1566
200,92,"SCAMPR FIXED",1567
300,92,"SCAMPR FIXED",1568
50,93,"SCAMPR FIXED",1569
100,93,"SCAMPR FIXED",1570
200,93,"SCAMPR FIXED",1571
300,93,"SCAMPR FIXED",1572
50,94,"SCAMPR FIXED",1573
100,94,"SCAMPR FIXED",1574
200,94,"SCAMPR FIXED",1575
300,94,"SCAMPR FIXED",1576
50,95,"SCAMPR FIXED",1577
100,95,"SCAMPR FIXED",1578
200,95,"SCAMPR FIXED",1579
300,95,"SCAMPR FIXED",1580
50,96,"SCAMPR FIXED",1581
100,96,"SCAMPR FIXED",1582
200,96,"SCAMPR FIXED",1583
300,96,"SCAMPR FIXED",1584
50,97,"SCAMPR FIXED",1585
100,97,"SCAMPR FIXED",1586
200,97,"SCAMPR FIXED",1587
300,97,"SCAMPR FIXED",1588
50,98,"SCAMPR FIXED",1589
100,98,"SCAMPR FIXED",1590
200,98,"SCAMPR FIXED",1591
300,98,"SCAMPR FIXED",1592
50,99,"SCAMPR FIXED",1593
100,99,"SCAMPR FIXED",1594
200,99,"SCAMPR FIXED",1595
300,99,"SCAMPR FIXED",1596
50,100,"SCAMPR FIXED",1597
100,100,"SCAMPR FIXED",1598
200,100,"SCAMPR FIXED",1599
300,100,"SCAMPR FIXED",1600
50,1,"INLA",1601
100,1,"INLA",1602
200,1,"INLA",1603
300,1,"INLA",1604
50,2,"INLA",1605
100,2,"INLA",1606
200,2,"INLA",1607
300,2,"INLA",1608
50,3,"INLA",1609
100,3,"INLA",1610
200,3,"INLA",1611
300,3,"INLA",1612
50,4,"INLA",1613
100,4,"INLA",1614
200,4,"INLA",1615
300,4,"INLA",1616
50,5,"INLA",1617
100,5,"INLA",1618
200,5,"INLA",1619
300,5,"INLA",1620
50,6,"INLA",1621
100,6,"INLA",1622
200,6,"INLA",1623
300,6,"INLA",1624
50,7,"INLA",1625
100,7,"INLA",1626
200,7,"INLA",1627
300,7,"INLA",1628
50,8,"INLA",1629
100,8,"INLA",1630
200,8,"INLA",1631
300,8,"INLA",1632
50,9,"INLA",1633
100,9,"INLA",1634
200,9,"INLA",1635
300,9,"INLA",1636
50,10,"INLA",1637
100,10,"INLA",1638
200,10,"INLA",1639
300,10,"INLA",1640
50,11,"INLA",1641
100,11,"INLA",1642
200,11,"INLA",1643
300,11,"INLA",1644
50,12,"INLA",1645
100,12,"INLA",1646
200,12,"INLA",1647
300,12,"INLA",1648
50,13,"INLA",1649
100,13,"INLA",1650
200,13,"INLA",1651
300,13,"INLA",1652
50,14,"INLA",1653
100,14,"INLA",1654
200,14,"INLA",1655
300,14,"INLA",1656
50,15,"INLA",1657
100,15,"INLA",1658
200,15,"INLA",1659
300,15,"INLA",1660
50,16,"INLA",1661
100,16,"INLA",1662
200,16,"INLA",1663
300,16,"INLA",1664
50,17,"INLA",1665
100,17,"INLA",1666
200,17,"INLA",1667
300,17,"INLA",1668
50,18,"INLA",1669
100,18,"INLA",1670
200,18,"INLA",1671
300,18,"INLA",1672
50,19,"INLA",1673
100,19,"INLA",1674
200,19,"INLA",1675
300,19,"INLA",1676
50,20,"INLA",1677
100,20,"INLA",1678
200,20,"INLA",1679
300,20,"INLA",1680
50,21,"INLA",1681
100,21,"INLA",1682
200,21,"INLA",1683
300,21,"INLA",1684
50,22,"INLA",1685
100,22,"INLA",1686
200,22,"INLA",1687
300,22,"INLA",1688
50,23,"INLA",1689
100,23,"INLA",1690
200,23,"INLA",1691
300,23,"INLA",1692
50,24,"INLA",1693
100,24,"INLA",1694
200,24,"INLA",1695
300,24,"INLA",1696
50,25,"INLA",1697
100,25,"INLA",1698
200,25,"INLA",1699
300,25,"INLA",1700
50,26,"INLA",1701
100,26,"INLA",1702
200,26,"INLA",1703
300,26,"INLA",1704
50,27,"INLA",1705
100,27,"INLA",1706
200,27,"INLA",1707
300,27,"INLA",1708
50,28,"INLA",1709
100,28,"INLA",1710
200,28,"INLA",1711
300,28,"INLA",1712
50,29,"INLA",1713
100,29,"INLA",1714
200,29,"INLA",1715
300,29,"INLA",1716
50,30,"INLA",1717
100,30,"INLA",1718
200,30,"INLA",1719
300,30,"INLA",1720
50,31,"INLA",1721
100,31,"INLA",1722
200,31,"INLA",1723
300,31,"INLA",1724
50,32,"INLA",1725
100,32,"INLA",1726
200,32,"INLA",1727
300,32,"INLA",1728
50,33,"INLA",1729
100,33,"INLA",1730
200,33,"INLA",1731
300,33,"INLA",1732
50,34,"INLA",1733
100,34,"INLA",1734
200,34,"INLA",1735
300,34,"INLA",1736
50,35,"INLA",1737
100,35,"INLA",1738
200,35,"INLA",1739
300,35,"INLA",1740
50,36,"INLA",1741
100,36,"INLA",1742
200,36,"INLA",1743
300,36,"INLA",1744
50,37,"INLA",1745
100,37,"INLA",1746
200,37,"INLA",1747
300,37,"INLA",1748
50,38,"INLA",1749
100,38,"INLA",1750
200,38,"INLA",1751
300,38,"INLA",1752
50,39,"INLA",1753
100,39,"INLA",1754
200,39,"INLA",1755
300,39,"INLA",1756
50,40,"INLA",1757
100,40,"INLA",1758
200,40,"INLA",1759
300,40,"INLA",1760
50,41,"INLA",1761
100,41,"INLA",1762
200,41,"INLA",1763
300,41,"INLA",1764
50,42,"INLA",1765
100,42,"INLA",1766
200,42,"INLA",1767
300,42,"INLA",1768
50,43,"INLA",1769
100,43,"INLA",1770
200,43,"INLA",1771
300,43,"INLA",1772
50,44,"INLA",1773
100,44,"INLA",1774
200,44,"INLA",1775
300,44,"INLA",1776
50,45,"INLA",1777
100,45,"INLA",1778
200,45,"INLA",1779
300,45,"INLA",1780
50,46,"INLA",1781
100,46,"INLA",1782
200,46,"INLA",1783
300,46,"INLA",1784
50,47,"INLA",1785
100,47,"INLA",1786
200,47,"INLA",1787
300,47,"INLA",1788
50,48,"INLA",1789
100,48,"INLA",1790
200,48,"INLA",1791
300,48,"INLA",1792
50,49,"INLA",1793
100,49,"INLA",1794
200,49,"INLA",1795
300,49,"INLA",1796
50,50,"INLA",1797
100,50,"INLA",1798
200,50,"INLA",1799
300,50,"INLA",1800
50,51,"INLA",1801
100,51,"INLA",1802
200,51,"INLA",1803
300,51,"INLA",1804
50,52,"INLA",1805
100,52,"INLA",1806
200,52,"INLA",1807
300,52,"INLA",1808
50,53,"INLA",1809
100,53,"INLA",1810
200,53,"INLA",1811
300,53,"INLA",1812
50,54,"INLA",1813
100,54,"INLA",1814
200,54,"INLA",1815
300,54,"INLA",1816
50,55,"INLA",1817
100,55,"INLA",1818
200,55,"INLA",1819
300,55,"INLA",1820
50,56,"INLA",1821
100,56,"INLA",1822
200,56,"INLA",1823
300,56,"INLA",1824
50,57,"INLA",1825
100,57,"INLA",1826
200,57,"INLA",1827
300,57,"INLA",1828
50,58,"INLA",1829
100,58,"INLA",1830
200,58,"INLA",1831
300,58,"INLA",1832
50,59,"INLA",1833
100,59,"INLA",1834
200,59,"INLA",1835
300,59,"INLA",1836
50,60,"INLA",1837
100,60,"INLA",1838
200,60,"INLA",1839
300,60,"INLA",1840
50,61,"INLA",1841
100,61,"INLA",1842
200,61,"INLA",1843
300,61,"INLA",1844
50,62,"INLA",1845
100,62,"INLA",1846
200,62,"INLA",1847
300,62,"INLA",1848
50,63,"INLA",1849
100,63,"INLA",1850
200,63,"INLA",1851
300,63,"INLA",1852
50,64,"INLA",1853
100,64,"INLA",1854
200,64,"INLA",1855
300,64,"INLA",1856
50,65,"INLA",1857
100,65,"INLA",1858
200,65,"INLA",1859
300,65,"INLA",1860
50,66,"INLA",1861
100,66,"INLA",1862
200,66,"INLA",1863
300,66,"INLA",1864
50,67,"INLA",1865
100,67,"INLA",1866
200,67,"INLA",1867
300,67,"INLA",1868
50,68,"INLA",1869
100,68,"INLA",1870
200,68,"INLA",1871
